SNP position	P	Odds ratio	gene	product
1597216	0.002032	2.209121	gpmA	phosphoglyceromutase
1047211	0.002063	1.172666	-	multidrug resistance protein
2070658	0.00208	0.8860816	-	hypothetical protein
736184	0.002102	0.2019127	punA	purine nucleoside phosphorylase
1630187	0.002139	1.082006	-	ABC transporter permease
1882707	0.00215	0.4860586	intergenic	n/a
974317	0.002162	0.5455812	pcrA	ATP-dependent DNA helicase
1076048	0.002168	0.6029293	intergenic	n/a
1419924	2.17E-03	0.6244957	-	amino acid ABC transporter ATP-binding protein
56488	0.002198	0.8190009	-	phosphoribosylformylglycinamidine synthase protein
808664	0.0022	0.6289804	-	lipoprotein
1043911	0.002212	1.561553	acoC	dihydrolipoamide acetyltransferase
1433236	0.002215	Inf	greA	transcription elongation factor GreA
1946840	2.22E-03	0.5542013	ksgA	dimethyladenosine transferase
1809617	0.002224	1.181651	pbuX	xanthine permease
668759	0.002236	0.563534	-	glucose-specific phosphotransferase system (PTS), IIABC component
560112	0.002253	0.6489625	-	hypothetical protein
2065611	0.002272	1.234743	tyrS	tyrosyl-tRNA synthetase
705702	0.002275	1.688785	intergenic	n/a
1359418	0.002308	0.6482008	intergenic	n/a
396640	0.002314	2.031183	-	glycosyl transferase
1847632	0.002318	0.6212651	-	peptide ABC transporter ATP-binding protein
68210	0.002395	0.9508127	purB	adenylosuccinate lyase
177345	0.002425	Inf	uvrA	excinuclease ABC subunit A
177548	0.002425	Inf	uvrA	excinuclease ABC subunit A
177615	0.002425	Inf	uvrA	excinuclease ABC subunit A
178216	0.002425	Inf	-	metallopeptidase
177650	0.002425	Inf	-	metallopeptidase
177772	0.002425	Inf	-	metallopeptidase
1436260	0.002428	1.92124	-	GNAT family acetyltransferase. GNAT family acetyltransferase
1438455	0.002428	Inf	-	SNF-family helicase
1437558	0.002428	Inf	murC	UDP-N-acetylmuramate--L-alanine ligase
1436994	0.002428	Inf	murC	UDP-N-acetylmuramate--L-alanine ligase
1436595	0.002428	Inf	murC	UDP-N-acetylmuramate--L-alanine ligase
1561682	0.002432	0.3947997	-	FAD dependent oxidoreductase
446974	0.002439	1.755515	-	type I restriction-modification system S protein
1749889	0.002456	0.7230761	intergenic	n/a
1162806	0.002484	1.401368	-	haloacid dehalogenase-like hydrolase
1162821	0.002484	1.424612	-	haloacid dehalogenase-like hydrolase
1358040	0.002497	1.472373	intergenic	n/a
1349131	0.002503	3.46144	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
418444	0.002508	0.8367355	intergenic	n/a
1642892	0.002511	1.549958	aroF	phospho-2-dehydro-3-deoxyheptonate aldolase
1799073	0.002521	0.6467606	intergenic	n/a
2049752	0.002569	Inf	phoR	alkaline phosphatase synthesis sensor protein
172603	0.002569	Inf	-	carboxypeptidase
172402	0.002569	Inf	-	carboxypeptidase
172456	0.002569	Inf	-	carboxypeptidase
13856	2.57E-03	Inf	ftsH	cell division protease FtsH
1903510	0.002569	Inf	cinA	competence damage-inducible protein A
1902742	2.57E-03	Inf	cinA	competence damage-inducible protein A
1902874	0.002569	Inf	cinA	competence damage-inducible protein A
174623	0.002569	Inf	-	CorA-like Mg2+ transporter protein
173873	0.002569	Inf	-	CorA-like Mg2+ transporter protein
776766	0.002569	Inf	-	DeoR family regulatory protein
777111	0.002569	Inf	-	DeoR family regulatory protein
777036	0.002569	Inf	-	DeoR family regulatory protein
777249	0.002569	Inf	-	DeoR family regulatory protein
1049203	0.002569	Inf	pyrC	dihydroorotase
165250	0.002569	Inf	mutL	DNA mismatch repair protein
164098	0.002569	Inf	mutL	DNA mismatch repair protein
165143	0.002569	Inf	mutL	DNA mismatch repair protein
164818	0.002569	Inf	mutL	DNA mismatch repair protein
163882	0.002569	Inf	mutL	DNA mismatch repair protein
164848	0.002569	Inf	mutL	DNA mismatch repair protein
165112	0.002569	Inf	mutL	DNA mismatch repair protein
165271	0.002569	Inf	mutL	DNA mismatch repair protein
165196	0.002569	Inf	mutL	DNA mismatch repair protein
165493	0.002569	Inf	mutL	DNA mismatch repair protein
164350	0.002569	Inf	mutL	DNA mismatch repair protein
177078	0.002569	Inf	uvrA	excinuclease ABC subunit A
175677	0.002569	Inf	uvrA	excinuclease ABC subunit A
97631	0.002569	Inf	-	extracellular solute-binding protein
97671	0.002569	Inf	-	extracellular solute-binding protein
531612	0.002569	Inf	-	flavocytochrome
531478	0.002569	Inf	-	flavocytochrome
531432	0.002569	Inf	-	flavocytochrome
530928	2.57E-03	Inf	-	flavocytochrome
530148	0.002569	Inf	fba	fructose-bisphosphate aldolase
778495	0.002569	Inf	fruA	fructose-specific phosphotransferase system (PTS), IIABC component
778894	0.002569	Inf	fruA	fructose-specific phosphotransferase system (PTS), IIABC component
1004961	0.002569	Inf	glgB	glycogen branching enzyme
101202	0.002569	Inf	-	hypothetical protein
101123	0.002569	Inf	-	hypothetical protein
99798	0.002569	Inf	-	hypothetical protein
99978	0.002569	Inf	-	hypothetical protein
102247	0.002569	Inf	-	hypothetical protein
100428	0.002569	Inf	-	hypothetical protein
173432	0.002569	Inf	-	hypothetical protein
98730	0.002569	Inf	-	hypothetical protein
98742	0.002569	Inf	-	hypothetical protein
1903621	2.57E-03	Inf	-	LytR family transcriptional regulator
178339	0.002569	Inf	-	metallopeptidase
1821142	0.002569	Inf	-	nicotinamide mononucleotide transporter
1050921	0.002569	Inf	intergenic	n/a
776546	0.002569	Inf	intergenic	n/a
1415154	0.002582	1.521956	intergenic	n/a
986293	0.002602	0.4909557	-	hypothetical protein
1674885	0.002662	0.5650651	stk1	serine/threonine-protein kinase
769477	0.002691	1.461029	csdB	cysteine desulfurase
765582	2.69E-03	1.461029	dnaH	DNA polymerase III subunits gamma/tau
781697	0.002691	1.461029	-	DNA translocase FtsK
780489	0.002691	1.461029	-	DNA translocase FtsK
780264	0.002691	1.461029	intergenic	n/a
1136621	0.00272	1.636117	-	LicB-family membrane protein
151516	0.002734	0.952296	-	lipoprotein
208638	0.002747	0.2697294	intergenic	n/a
1402653	0.002748	3.029972	intergenic	n/a
1555036	0.002749	0.6284652	intergenic	n/a
272002	0.002751	12.67068	-	glycosylhydrolase
137876	0.002756	1.408179	intergenic	n/a
602356	0.002765	Inf	glkA	glucokinase
1778547	0.002766	0.6818216	trpB	tryptophan synthase subunit beta
798524	0.002766	0.5071478	pepXP	x-prolyl-dipeptidyl aminopeptidase
35618	0.002779	1.192428	intergenic	n/a
1403347	0.002782	2.854257	intergenic	n/a
1546802	0.002789	0.7225948	-	pyridine nucleotide-disulfide oxidoreductase
1433243	0.002808	0.1400485	greA	transcription elongation factor GreA
400266	0.002814	0.07557032	alsS	acetolactate synthase catalytic subunit
1483681	0.002817	0.5889226	glmM	phosphoglucosamine mutase
1879352	0.00282	0.582219	groEL	chaperonin GroEL
626323	0.00283	0.4382879	intergenic	n/a
1927352	0.002835	0.5418435	rpoB	DNA-directed RNA polymerase subunit beta
1643312	0.002851	2.034379	aroF	phospho-2-dehydro-3-deoxyheptonate aldolase
1437528	2.89E-03	Inf	murC	UDP-N-acetylmuramate--L-alanine ligase
1599594	0.002896	Inf	ileS	isoleucyl-tRNA synthetase
262352	0.002904	6.165092	intergenic	n/a
1331603	2.92E-03	1.09674	-	GntR family transcriptional regulator
35310	0.002918	2.041166	-	carbonic anhydrase
2049028	0.002926	4.600925	phoP	alkaline phosphatase synthesis transcriptional regulatory protein
25336	0.002949	Inf	purA	adenylosuccinate synthetase
25030	0.002949	Inf	purA	adenylosuccinate synthetase
24697	0.002949	Inf	purA	adenylosuccinate synthetase
25432	0.002949	Inf	purA	adenylosuccinate synthetase
2196034	0.002949	0	-	amidase
1549421	0.002949	Inf	-	aminotransferase
1549181	0.002949	Inf	-	aminotransferase
1549166	0.002949	Inf	-	aminotransferase
1549313	0.002949	Inf	-	aminotransferase
2183193	0.002949	0	cbpD	choline binding protein D
1557796	0.002949	Inf	cmk	cytidylate kinase
1558087	0.002949	Inf	cmk	cytidylate kinase
1556725	0.002949	Inf	-	hypothetical protein
2190011	0.002949	0	comFA	late competence protein
2189247	0.002949	0	comFA	late competence protein
1559886	2.95E-03	Inf	-	membrane glycosyl transferase
1559514	0.002949	0.6747137	-	membrane glycosyl transferase
1559545	0.002949	Inf	-	membrane glycosyl transferase
1559424	0.002949	Inf	-	membrane glycosyl transferase
1557438	0.002949	Inf	-	PhnA protein
1557273	0.002949	0.7397059	-	PhnA protein
1557500	0.002949	Inf	-	PhnA protein
2190894	0.002949	0	intergenic	n/a
2195613	0.002949	0	intergenic	n/a
25563	0.002949	Inf	intergenic	n/a
1826554	0.002968	3.561301	pepA	glutamyl-aminopeptidase
1818097	0.002968	3.409799	-	zinc-binding dehydrogenase
1633423	0.002971	Inf	nanA	sialidase A (neuraminidase A)
577262	0.002971	Inf	bgaA	surface anchored beta-galactosidase
456408	0.002991	1.668658	intergenic	n/a
877064	0.003	0.7282368	pepB	oligopeptidase
664104	0.003037	0.4953481	-	hypothetical protein
1657865	0.003043	2.40291	-	ABC transporter ATP-binding protein
463542	0.003062	0.8640984	-	ABC transporter
1976367	0.003069	0.4058824	-	RNA pseudouridylate synthase
212601	0.003072	1.931091	intergenic	n/a
291884	0.003073	37.906	pbpX	penicillin binding protein 2x
740483	0.003122	0.873467	coaA	pantothenate kinase
1418744	0.003129	3.560691	-	amino acid ABC transporter substrate-binding protein
272692	0.003133	11.79562	-	glycosylhydrolase
272515	0.003133	12.67068	-	glycosylhydrolase
284609	0.003134	12.31292	agaV	N-acetylgalactosamine-specific phosphotransferase system (PTS), IIB component
710575	0.003136	Inf	ciaH	sensor histidine kinase
143463	0.003159	0.4437771	-	acetyltransferase
2155752	0.003165	0.9181901	dltA	D-alanine--poly(phosphoribitol) ligase subunit 1
102601	0.003172	1.893157	-	hypothetical protein
2155617	0.003207	0.1341171	dltA	D-alanine--poly(phosphoribitol) ligase subunit 1
63154	0.003229	1.445175	purD	phosphoribosylamine--glycine ligase
297453	0.003236	Inf	clpL	ATP-dependent protease ATP-binding subunit ClpL
408736	0.003236	1.33669	-	glutamine ABC transporter, glutamine-binding protein/permease protein
2155311	0.003237	0.9164356	dltA	D-alanine--poly(phosphoribitol) ligase subunit 1
761989	0.003245	0.6334181	intergenic	n/a
417867	0.003251	1.573161	-	hypothetical protein
505442	0.003253	3.818902	-	GNAT family acetyltransferase
1414742	0.00326	0.4755734	-	hypothetical protein
1355042	0.003278	1.15119	-	nicotinate phosphoribosyltransferase
1024758	0.003285	1.943022	zmpA	IgA-protease
2149756	0.003294	0.6220161	adcA	zinc-binding protein AdcA precursor
826923	0.003309	2.124669	-	carboxynorspermidine decarboxylase
272056	0.003312	2.001891	-	glycosylhydrolase
641501	0.003312	0.7318638	thiD	phosphomethylpyrimidine kinase
668045	0.00335	0.7365096	-	glucose-specific phosphotransferase system (PTS), IIABC component
1735695	0.00335	0.6509169	intergenic	n/a
1415969	0.00335	0.6509169	intergenic	n/a
398675	0.003353	0.6318946	-	phosphatase
398943	0.003353	0.7418714	-	phosphatase
2019217	0.003367	1.673658	-	hypothetical protein
1670602	0.003415	0.5497812	mvaA	3-hydroxy-3-methylglutaryl-coenzyme A reductase
393577	0.003424	0.8446514	gatA	aspartyl/glutamyl-tRNA amidotransferase subunit A
819153	0.003451	1.647689	-	ABC transporter permease
2147530	0.003461	1.043753	intergenic	n/a
589205	0.00348	1.575722	-	sensor histidine kinase
289931	0.003525	0.4408664	-	membrane protein
2217812	0.003529	0.1325639	-	sensor histidine kinase
669281	0.003541	0.8094936	-	glucose-specific phosphotransferase system (PTS), IIABC component
561558	0.003543	0.5986088	intergenic	n/a
758232	0.003548	0.593477	intergenic	n/a
261446	0.003568	Inf	intergenic	n/a
1354220	0.003571	3.409799	-	nicotinate phosphoribosyltransferase
1959517	0.003578	0.7656141	asnB	L-asparaginase
818250	0.003581	1.215106	-	ABC transporter permease
1052070	0.003671	0.4502677	-	haloacid dehalogenase-like hydrolase
1398684	0.003689	1.310352	glyQ	glycyl-tRNA synthetase subunit alpha
263190	0.003693	4.573589	-	permease
2149117	0.00371	0.4394993	adcA	zinc-binding protein AdcA precursor
1594984	0.003729	0.3018226	-	hypothetical protein
1322261	0.003734	Inf	alaS	alanyl-tRNA synthetase
1903385	0.003734	Inf	cinA	competence damage-inducible protein A
2162535	0.003734	Inf	glpF1	glycerol uptake facilitator protein 1
102455	0.003734	Inf	-	hypothetical protein
172989	0.003734	Inf	intergenic	n/a
836233	0.003779	0.8667166	cbpE	choline binding protein E
1560931	0.003785	1.662728	galE	UDP-glucose 4-epimerase
1020795	0.003786	0.5950529	addA	ATP-dependent exonuclease subunit A
890039	0.003786	9.018739	-	glycerophosphodiester phosphodiesterase
887727	0.003786	9.607721	intergenic	n/a
1736587	0.003795	1.885943	-	hypothetical protein
171836	0.003799	0.1193849	-	carboxypeptidase
1362074	0.003859	2.371527	intergenic	n/a
1383222	0.00388	0.4987854	-	SpoU rRNA methylase family protein
858390	0.003905	0	-	hypothetical protein
289181	0.00391	2.201032	-	LacI family transcriptional regulator
297303	0.003932	1.566367	clpL	ATP-dependent protease ATP-binding subunit ClpL
173966	0.003942	Inf	-	CorA-like Mg2+ transporter protein
835936	0.003963	0.667302	cbpE	choline binding protein E
1596443	0.004011	6.637921	-	hypothetical protein
1051742	0.004023	Inf	-	haloacid dehalogenase-like hydrolase
644433	0.004059	1.722105	-	metal transporting P-type ATPase
819642	4.08E-03	5.397607	-	ABC transporter permease
2188614	0.004087	3.383256	comFC	late competence protein
214028	0.004109	0.3784514	-	DeoR family regulatory protein
1831790	0.004112	2.856145	intergenic	n/a
1343919	0.004113	1.134025	hemN	coproporphyrinogen III oxidase
1328642	4.11E-03	1.134025	murB	UDP-N-acetylenolpyruvoylglucosamine reductase
1593600	0.004126	2.012593	-	ABC transporter ATP-binding protein
370740	0.004126	1.178967	mutS2	DNA mismatch repair protein
814097	0.004127	0.8479856	-	transcription accessory protein
329392	0.004142	2.099171	-	cell wall surface anchored protein
1586724	0.004165	0.935648	pepO	endopeptidase O
220810	0.004174	0.7116287	fsaA	fructose-6-phosphate aldolase
1069833	0.004187	0.5937531	lacC2	tagatose-6-phosphate kinase
172841	0.004216	21.87657	intergenic	n/a
348647	0.004223	0.2847782	fni	isopentenyl pyrophosphate isomerase
2105093	0.00423	0.957062	-	hypothetical protein
1384157	0.00425	1.883467	-	thioredoxin reductase
1674499	0.004322	1.183281	stk1	serine/threonine-protein kinase
2091575	0.004331	1.384193	-	Major Facilitator Superfamily protein
2178699	0.004333	7.640721	intergenic	n/a
714713	0.004342	1.061097	-	bifunctional ATP-dependent DNA helicase/DNA polymerase III subunit epsilon
463560	0.004369	1.419492	-	ABC transporter
233766	0.004374	Inf	proS	prolyl-tRNA synthetase
233574	0.004374	Inf	proS	prolyl-tRNA synthetase
527973	0.004381	0.415109	-	two-component system, response regulator
206013	0.004399	2.173923	intergenic	n/a
107660	0.004419	11.79562	-	polysaccharide biosynthesis protein
847875	0.004463	0.8438186	frr	ribosome recycling factor
1612212	0.004472	5.590648	recR	recombination protein RecR
1817885	0.00448	1.494482	-	zinc-binding dehydrogenase
1134161	0.004531	1.321708	intergenic	n/a
209905	0.004567	1.005282	-	ABC transporter permease
973119	0.004573	Inf	intergenic	n/a
1885915	0.004607	0.3201858	intergenic	n/a
476918	0.004632	0.8315213	-	phosphotransferase
171423	0.004663	1.669255	-	protease
1457277	0.004716	1.651006	ssb	single-stranded DNA-binding protein
1696493	0.004724	0.925678	-	serine/threonine transporter SstT
580576	0.004746	1.408236	intergenic	n/a
1774664	0.004761	3.143838	-	type IV prepilin peptidase family protein
1134175	0.00478	1.321708	intergenic	n/a
345630	0.004783	2.816757	mvaK1	mevalonate kinase
1774678	0.004801	3.143838	-	type IV prepilin peptidase family protein
290995	0.004855	0.5168374	mraW	S-adenosyl-methyltransferase MraW
1774626	0.004864	3.143838	intergenic	n/a
1086686	0.004884	2.750457	intergenic	n/a
1575055	0.004947	1.51007	intergenic	n/a
2128050	0.005025	1.300592	-	C4-dicarboxylate anaerobic carrier protein
351961	0.005029	1.081407	intergenic	n/a
1804479	0.005101	1.120929	-	ABC transporter ATP-binding protein/permease
558853	0.005124	0.608584	-	ABC transporter ATP-binding protein
1143797	0.005219	6.756444	carB	carbamoyl phosphate synthase large subunit
288610	0.005229	28.90702	-	LacI family transcriptional regulator
981688	0.005268	1.650049	-	hypothetical protein
104897	0.00527	0.1817282	-	glycosyl transferase
1796800	0.00527	11.79562	-	sortase-sorted surface anchored protein
2166632	0.005286	0.3814974	-	DNA-binding protein
1557158	0.005365	1.376661	-	hypothetical protein
802328	0.005378	12.67068	dnaE	DNA polymerase III DnaE
585907	0.005408	0.7744504	ccdA	cytochrome c-type biogenesis protein CcdA
285093	0.005431	Inf	agaW	N-acetylgalactosamine-specific phosphotransferase system (PTS), IIC component
1677419	0.005431	Inf	-	ribosomal RNA small subunit methyltransferase
2125975	5.48E-03	0.9727039	arcB	ornithine carbamoyltransferase
966031	0.005486	1.07008	obgE	GTPase ObgE
101502	0.005498	0.5269449	intergenic	n/a
107454	0.00553	11.79562	-	polysaccharide biosynthesis protein
110596	0.005552	11.79562	sdhA	L-serine dehydratase, alpha chain
110560	0.005552	11.79562	sdhA	L-serine dehydratase, alpha chain
1654527	0.005573	Inf	nfsA	oxygen-insensitive NADPH nitroreductase
1662566	0.005654	Inf	intergenic	n/a
262504	0.005699	3.310504	intergenic	n/a
156358	0.005707	0.6342483	-	hypothetical protein
1799921	0.005711	2.027153	-	DegT/DnrJ/EryC1/StrS family amino sugar synthetase
1596520	0.005732	0.9686962	-	hypothetical protein
363784	0.00575	Inf	-	hypothetical protein
1161616	0.005751	1.372257	-	phosphohydrolase
2045545	0.005755	0.2258274	intergenic	n/a
290458	0.005773	0.4003413	intergenic	n/a
110890	0.005822	3.798546	sdhA	L-serine dehydratase, alpha chain
1384758	5.91E-03	1.132185	-	hypothetical protein
1737361	0.005934	2.524733	-	7-cyano-7-deazaguanine reductase
510805	0.005997	0.5926541	metE	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
276426	0.006002	25.37339	-	hyaluronate lyase
277513	0.006002	25.37339	-	hyaluronate lyase
277644	0.006002	25.37339	-	hyaluronate lyase
276269	0.006002	27.13556	-	hyaluronate lyase
276038	6.00E-03	27.13556	-	hyaluronate lyase
275675	0.006002	25.37339	-	hyaluronate lyase
275091	0.006002	27.13556	-	hyaluronate lyase
507375	0.006002	1.084126	pheT	phenylalanyl-tRNA synthetase subunit beta
503446	0.006033	12.28725	-	6-phospho-beta-glucosidase
1289985	0.006216	1.045585	intergenic	n/a
1143579	0.006256	1.862205	carB	carbamoyl phosphate synthase large subunit
49380	6.26E-03	0.8811749	-	bacteriocin transport/processing ATP-binding protein
42253	0.006262	0.8878636	-	CoA-binding protein
966214	0.006262	0.9209371	obgE	GTPase ObgE
566939	0.006317	1.089943	-	surface-anchored serine protease
1379021	0.006341	1.024194	-	hypothetical protein
95198	0.006349	1.813349	-	binding-protein-dependent transport system membrane protein
1562596	0.006354	0.3730093	-	NIF3 (NGG1p interacting factor 3) family protein
1679402	0.006383	2.391259	priA	primosome assembly protein PriA
1802322	0.006424	0.7182386	-	ABC transporter ATP-binding protein/permease
202808	0.006436	2.27948	adk	adenylate kinase
1346550	0.006537	1.272709	ptsK	HPr kinase/phosphorylase
2146669	0.006553	1.518781	intergenic	n/a
1896706	0.006598	1.468958	-	hypothetical protein
915999	0.006627	Inf	-	hypothetical protein
79290	0.006653	1.900652	agaS	tagatose-6-phosphate aldose/ketose isomerase
1349316	0.006707	3.413736	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
1353282	0.006728	1.243697	nadE	NAD synthetase
1295808	0.006734	2.663722	msrAB	peptide methionine sulfoxide reductase
817904	0.006749	0.8983279	-	ABC transporter ATP-binding protein
883569	0.006786	2.265135	-	glycosyl hydrolase
285766	0.006875	10.92288	agaD	N-acetylgalactosamine-specific phosphotransferase system (PTS), IID component
210696	0.006883	0.3568739	-	ATP-binding component of ABC transporter
734361	0.006934	0.7888063	deoB	phosphopentomutase
1826389	0.006956	0.9095411	-	hypothetical protein
1985881	0.006993	0.6299182	licC	PTS system, lichenan-specific IIc component
859272	0.007004	1.509671	infC	translation initiation factor IF-3
2116273	0.007019	1.668462	-	glycosyl hydrolase
284055	0.00703	15.67244	ugl	unsaturated glucuronyl hydrolase
1878965	0.007145	0.6376284	groEL	chaperonin GroEL
1062258	0.007159	1.88619	nrdF	ribonucleotide-diphosphate reductase subunit beta
1097196	0.007179	0.1146049	mutY	A/G-specific adenine glycosylase
571120	0.007201	0	-	sugar phosphotransferase system (PTS),galactitol-specific family, IIC component
1946792	0.007202	1.381795	ksgA	dimethyladenosine transferase
279553	0.007253	2.014294	kgdA	keto-hydroxyglutarate-aldolase/keto-deoxy-phosphogluconate aldolase
505698	0.007319	1.357148	-	GNAT family acetyltransferase
33929	0.007336	0.7149966	sms	DNA repair protein RadA
452139	0.007375	0.6849176	-	type I restriction-modification system R protein
817274	0.00752	1.018059	-	ABC transporter ATP-binding protein
1059179	0.00754	0.6830681	-	ribonucleotide-diphosphate reductase subunit alpha
670642	0.007618	0.3875927	-	helicase
68751	0.007686	Inf	purB	adenylosuccinate lyase
838095	0.007686	Inf	proA	gamma-glutamyl phosphate reductase
560229	0.007686	Inf	-	hypothetical protein
2105718	0.007686	0.305993	-	hypothetical protein
629016	0.007686	Inf	lysS	lysyl-tRNA synthetase
1416452	0.007686	Inf	pgmA	phosphomannomutase
106584	0.007686	Inf	-	polysaccharide biosynthesis protein
106944	0.007686	Inf	-	polysaccharide biosynthesis protein
664397	0.007686	Inf	intergenic	n/a
1532129	0.007726	0.9020188	-	hypothetical protein
734008	0.007738	0.7545333	deoB	phosphopentomutase
1314802	0.007781	0.4770089	-	hypothetical protein
349810	0.007812	1.703576	-	sensor histidine kinase
2021201	0.007819	1.230137	-	hypothetical protein
2164924	0.007842	1.782181	glpK	glycerol kinase
961253	0.00785	Inf	rpoD	RNA polymerase sigma factor RpoD
1106115	0.007885	2.039509	uvrB	excinuclease ABC subunit B
1549697	0.007888	2.059346	-	aminotransferase
259588	0.007906	Inf	manL	mannose-specific phosphotransferase system (PTS), IIAB component
1816900	0.007974	1.480096	galR	galactose operon repressor
279768	0.008041	1.060116	-	PfkB family carbohydrate kinase
1827819	0.008235	0.3677582	intergenic	n/a
1557864	0.008289	Inf	cmk	cytidylate kinase
1559117	0.008289	Inf	-	hypothetical protein
1628148	0.008358	Inf	nanB	sialidase B precursor (neuraminidase B)
226115	0.008366	1.026647	-	GNAT family acetyltransferase
684680	0.008398	1.118344	intergenic	n/a
279511	0.008435	25.40552	kgdA	keto-hydroxyglutarate-aldolase/keto-deoxy-phosphogluconate aldolase
176041	0.008629	18.416	uvrA	excinuclease ABC subunit A
1396844	0.008688	1.496814	glyS	glycyl-tRNA synthetase subunit beta
1615519	0.008731	6.432998	-	transcription regulator
980860	0.008781	1.010856	-	adenylate cyclase family protein
979740	0.008894	2.981537	prsA2	ribose-phosphate pyrophosphokinase
1540651	0.008905	1.220724	msmK	multiple sugar-binding transport ATP-binding protein
1598120	0.009006	0.4782372	-	integral membrane protein
883334	0.00905	0	-	glycosyl hydrolase
1566318	0.009094	1.140209	-	cation-transporting ATPase
1562494	0.009127	0.6832548	-	FAD dependent oxidoreductase
1137076	0.009128	0.6872366	-	LicB-family membrane protein
328666	0.009176	0.1073769	-	cell wall surface anchored protein
1451307	0.009177	2.590957	-	CsbD-like protein
230228	0.009189	1.654486	-	phosphatidate cytidylyltransferase
1049827	0.009229	1.470731	mutX	mutator MutX protein (7,8-dihydro-8-oxoguanine-triphosphatase)
542117	0.009282	0.6364038	murN	peptidoglycan branched peptide synthesis protein
835678	0.009283	1.517517	cbpE	choline binding protein E
1674447	0.009337	0.9607541	stk1	serine/threonine-protein kinase
2042123	0.009343	0.5367111	-	ABC transporter ATP-binding protein
1534695	0.009378	0.5473539	-	exported choline-binding glycosyl hydrolase
275911	0.009412	1.213532	-	hyaluronate lyase
391228	0.009414	1.088643	intergenic	n/a
1933308	0.009423	0	-	hypothetical protein
1549667	0.00946	Inf	-	aminotransferase
1414514	0.009531	2.537913	intergenic	n/a
543257	0.009747	Inf	-	protease
2149888	0.009818	0.6129556	adcA	zinc-binding protein AdcA precursor
455903	0.009871	0.8058633	grpE	heat shock protein GrpE
107364	0.0099	9.018739	-	polysaccharide biosynthesis protein
2163263	0.009902	1.568856	glpO	alpha-glycerophosphate oxidase
540083	0.009932	1.123776	-	esterase
556900	0.009998	2.294397	intergenic	n/a
1349433	0.01006	3.484384	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
208320	0.01009	1.301084	-	phosphoglycerate mutase family protein
540097	0.01011	Inf	-	esterase
241530	0.01013	0.1883379	-	surface-anchored pullulanase
1853428	0.01015	3.090252	-	extracellular oligopeptide-binding protein
1858392	0.01015	2.076078	msmG	multiple sugar-binding transport system permease protein
1587337	0.0102	1.090972	mtsB	metal cation ABC transporter ATP-binding protein
2167644	0.01028	0	-	DNA-binding protein
570382	0.01028	0	-	sugar phosphotransferase system (PTS),galactitol-specific family, IIC component
572100	1.03E-02	0	bgaA	surface anchored beta-galactosidase
571850	0.01028	0	bgaA	surface anchored beta-galactosidase
2174235	0.01028	0	-	two-component system, sensor histidine kinase
1316204	0.01038	0.6609194	intergenic	n/a
2103098	0.01042	1.389242	-	PTS multi-domain regulator
2054661	0.01044	1.258128	-	phosphate transport system protein
770560	0.01057	0.1597073	csdB	cysteine desulfurase
1740069	0.01058	0.3996632	-	oligopeptidase
2169917	0.01061	1.851634	-	tRNA-dihydrouridine synthase
1316168	0.01062	0.5415887	intergenic	n/a
2149024	0.01067	0.6384843	adcA	zinc-binding protein AdcA precursor
1441212	0.01068	0.721511	-	SNF-family helicase
492839	0.0107	2.293378	valS	valyl-tRNA synthetase
295716	0.01079	4.478871	clpL	ATP-dependent protease ATP-binding subunit ClpL
1778586	0.0108	0.9093072	trpB	tryptophan synthase subunit beta
1389739	0.01084	1.634576	-	glutamine amidotransferase subunit PdxT
1418337	0.01084	1.634576	-	hypothetical protein
2078096	0.01084	1.634576	malC	maltose/maltodextrin ABC transport system permease protein
799001	0.01094	0.5151184	pepXP	x-prolyl-dipeptidyl aminopeptidase
545694	0.011	1.725762	uvrC	excinuclease ABC subunit C
103523	0.01104	0.9797284	intergenic	n/a
283602	0.01106	16.29668	ugl	unsaturated glucuronyl hydrolase
1549502	0.0111	Inf	-	aminotransferase
835306	0.01113	0.5504689	cbpE	choline binding protein E
1576754	0.01116	1.084534	-	transcriptional regulator protein
615762	0.01125	2.150948	-	hypothetical protein
913056	0.01133	9.018739	intergenic	n/a
127275	1.16E-02	4.364792	mnmA	tRNA-specific 2-thiouridylase MnmA
339316	0.01165	0.5673022	gnd	6-phosphogluconate dehydrogenase
1047643	0.01167	1.931879	-	multidrug resistance protein
2084565	0.0117	Inf	-	hypothetical protein
51750	0.01175	0.8446514	-	bacteriocin transport accessory protein
328219	0.01176	1.993085	-	cell wall surface anchored protein
337274	0.01181	8.33841	-	hypothetical protein
758725	0.01194	0.430236	-	extracellular oligopeptide-binding protein
2165515	0.01194	0.5343166	glpK	glycerol kinase
286351	0.01196	9.965233	-	hypothetical protein
2103339	0.01202	0.426565	-	PTS multi-domain regulator
1848801	0.01204	1.218418	-	peptide ABC transporter ATP-binding protein
2062738	0.01214	1.386575	pbp1B	penicillin-binding protein 1B
1067386	0.0122	Inf	lacF	PTS system, lactose-specific IIA component
875255	0.0122	0.846756	-	tellurite resistance protein TehB
1068279	0.0122	Inf	lacT2	transcription antiterminator LacT 2
1807135	0.0122	0.6755367	intergenic	n/a
1990954	0.01234	1.078443	intergenic	n/a
